rank,coconut_id,smiles,xgboost_score,molecular_weight,logP,hbd,hba,rotatable_bonds,tpsa,lipinski_pass,veber_pass,num_aromatic_rings
432,CNP0611143.1,CCC(C)(C)[C@H](NC(=O)[C@H](NC(=O)[C@@H]1CCCN1C(=O)C(NC(=O)[C@@H](C)NC(C)=O)C(O)C1=CC=C(Br)C=C1)C(C)(C)C)C(=O)N[C@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](CS(=O)(=O)O)C(=O)N[C@@H]1C(=O)N(C)[C@@H](CCC(N)=O)C(=O)N[C@H](C(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(=O)O)C(=O)O[C@@H]1C,0.894180417060852,1740.8,-2.12,18,21,34,610.91,False,False,3
433,CNP0028955.1,COC1=CC=C(C(=O)NC2=CC=C(C3=NOC([C@@H]4CCCN4C)=N3)C=N2)C=C1,0.8941020965576172,379.42,3.16,1,7,5,93.38,True,True,3
434,CNP0232711.1,COCCNC1=CC=C(C2=NOC([C@@H]3CCCN3CC3=CC=CS3)=N2)C=N1,0.8940616846084595,385.49,3.59,1,8,8,76.31,True,True,3
435,CNP0013972.1,COC1=CC=C(C(=O)NC2=CC=C(C3=NOC([C@@H]4CCCN4CC4=CN(C)C5=CC=CC=C45)=N3)C=N2)C=C1,0.893934965133667,508.58,5.22,1,8,7,98.31,False,True,5
436,CNP0531571.1,C[C@@]12C[C@@H](CC3=CC=CC(=C3)C[C@H]3[C@@H](C=C[C@@H]4CN5[C@H](C[C@]43O)[C@H](N3C=CN=C3)C[C@H]3OCCC[C@@H]35)CCC3(CCCC3)CC[C@@](O)(CC(=O)O)CN1)N[C@H](N)C2,0.8938784599304199,785.09,5.11,6,10,3,158.13,False,False,2
437,CNP0502586.1,CCC(CC)CN1C[C@@H]2C[C@H](NS(C)(=O)=O)CN2C(=O)[C@@H]1CNC(=O)C1CC1,0.8938354253768921,414.57,0.15,2,5,9,98.82,True,True,0
438,CNP0090610.1,OC1=CC=C(/C=C/C2=C3C=CC=C(O)C3=C(O)C(O)=C2CCC2=CC=C(CNC[C@]34C5=C(NC=N5)[C@H]5C=C[C@]6(CCC[C@@]63CC[C@]36CCC[C@H]3C=C[C@@H](O)[C@H]64)C5)C=C2)C=C1O,0.8937039971351624,818.03,9.42,8,8,9,162.09,False,False,5
439,CNP0412408.1,COC1=CC=C(C(=O)NC2=CC=C(C3=NOC([C@@H]4CCCN4CC4=CC=CS4)=N3)C=N2)C=C1,0.8937015533447266,461.55,4.79,1,8,7,93.38,True,True,4
440,CNP0459291.1,CC1=CC(C)=CC(C2=C3NC=CC3=CN2O[C@@H]2[C@@H](OC3=CC=C4C(=O)C(C5=CC=C(O)C=C5)=COC4=C3)O[C@@H]([C@](CO)(NC(=N)NC[C@@H]3CC[C@@H]4CNCC[C@@H]4N3)OC(=O)[C@H](NCCC=O)C(=O)O)[C@@](O)(CO)[C@]2(O)[C@H](O)CCCO)=C1,0.8936898112297058,1139.23,0.63,15,21,23,384.9,False,False,6
441,CNP0495355.1,CCC1=CC2=C(C#C[C@@H]3C#C[C@@H]4CC5=CC=CC(=C5)C5(CCCCC5)[C@@H]2[C@H]2CC[C@]5(CC6=CC(O)=CC(OCO)=C6C6=CC=C7C(=C65)O[C@H](C5=C6C=C[C@@H]8N[C@H]9CCC[C@@H](CSSC[C@@H]8OC6=C(O)C(=C53)CNC[C@@H](CO)[C@H]4COC)C9)[C@H]7COC(C)=O)C2)N=C1N,0.8936865925788879,1279.68,11.98,7,16,8,207.11,False,False,5
442,CNP0540228.1,C=C1CC[C@@H](C(=O)O)[C@@]23C=C[C@H]4[C@@H](CC[C@]45CC[C@@H](CC4=CC=CC=C4)C5)[C@]4(C[C@H]2O)C2=C(CC[C@]34C)[C@]34CC[C@H](O)[C@@]5(C)CC=C(CC(C)C)[C@@](C=C6C(=C7C=CC=CC7=C[C@@H]63)CC3=CC=CC(=C3)C3=CC=C(N=C3)NCCC[C@H]1C1CCCCC1)(C2)[C@@H]54,0.8935690522193909,1189.72,16.92,4,5,6,102.68,False,True,4
