rank,coconut_id,smiles,xgboost_score,molecular_weight,logP,hbd,hba,rotatable_bonds,tpsa,lipinski_pass,veber_pass,num_aromatic_rings
285,CNP0342884.3,CO[C@H]1[C@H](O[C@H]2[C@H](O[C@@H](CC[C@@H](C)[C@H]3C[C@@H](O)[C@@H]4[C@]3(C)CC[C@@H]3[C@@]5(C)CC[C@H](O)[C@H](O)[C@@H]5[C@@H](OS(=O)(=O)[O-])C[C@]34O)C(C)C)O[C@H](CO)[C@@H]2O)OC[C@@H](OC)[C@@H]1O.[Na+],0.9600296020507812,863.01,-2.81,7,17,14,263.42,False,False,0
286,CNP0342884.2,CO[C@H]1[C@H](O[C@H]2[C@H](O[C@@H](CC[C@@H](C)[C@H]3C[C@@H](O)C4[C@]5(O)C[C@H](OS(=O)(=O)[O-])C6[C@@H](O)[C@@H](O)CC[C@]6(C)C5CC[C@@]43C)C(C)C)O[C@H](CO)[C@@H]2O)OC[C@@H](OC)[C@@H]1O.[Na+],0.9600296020507812,863.01,-2.81,7,17,14,263.42,False,False,0
287,CNP0239550.1,C[C@@H]1O[C@H](O[C@H]2[C@H](O[C@H]3CC[C@@]4(C)C(=CC[C@H]5[C@@H]6C[C@@H]7O[C@]8(CC[C@@H](CO)CO8)[C@@H](C)[C@@H]7[C@@]6(C)CC[C@@H]54)C3)O[C@H](CO)[C@@H](O)[C@@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O,0.9598830342292786,901.05,-0.81,10,18,9,276.14,False,False,0
288,CNP0239550.2,C[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@H]3CC[C@@]4(C)C(=CC[C@H]5[C@@H]6C[C@@H]7O[C@]8(CC[C@@H](CO)CO8)[C@@H](C)[C@@H]7[C@@]6(C)CC[C@@H]54)C3)O[C@H](CO)[C@@H](O)[C@@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O,0.9598830342292786,901.05,-0.81,10,18,9,276.14,False,False,0
289,CNP0552038.1,COC1=CC=C([C@H]2C[C@H](NS(=O)(=O)C3=CN(C)N=C3)C[C@@H]2C(=O)N2CCOCC2)C=C1,0.9598011374473572,448.55,1.13,1,7,6,102.76,True,True,2
291,CNP0238888.1,C[C@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@H]4CC[C@]5(O)C[C@H](O[C@H]6O[C@H](CO)[C@@H](O)[C@H](O[C@@H]7O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]7O[C@H]7O[C@H](C)[C@H](O)[C@H](O)[C@@H]7O)[C@H]6O)[C@@H](O)C[C@]5(C)[C@@]4(O)CC[C@@]3(C)[C@H]1[C@@H]2C,0.9596925377845764,935.07,-2.51,12,20,8,316.6,False,False,0
293,CNP0245753.0,CC(C)=CCCCC(C)(O)C1CCC2(C)C1C(O)CC1C3(C)CCC(O)C(C)(C)C3C(OC3OC(CO)C(O)C(O)C3OC3OC(CO)C(O)C(O)C3O)CC12C,0.9596890211105348,815.05,1.51,10,14,11,239.22,False,False,0
294,CNP0294123.2,C=C(C)C(=O)CC[C@@H](C)[C@H]1CC[C@@]2(C(=O)O)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O[C@@H]2OC[C@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)C(C)(C)[C@@H]1CC3,0.9596066474914552,764.95,3.01,7,12,11,212.67,False,False,0
295,CNP0294123.1,C=C(C)C(=O)CC[C@@H](C)[C@H]1CC[C@@]2(C(=O)O)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O[C@@H]2OC[C@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)C(C)(C)[C@H]1CC3,0.9596066474914552,764.95,3.01,7,12,11,212.67,False,False,0
296,CNP0512210.1,CN1C=C(C2=CC=C3OC[C@@H]4CN(C(=O)C5=CN=CN=C5)CCN4CC(=O)NC3=C2)C=N1,0.9595986604690552,433.47,1.03,1,8,2,105.48,True,True,3
297,CNP0395075.0,COC1=CC=CC(C(=O)NC2=CC(C)=NC3=C(OC)C=CC=C23)=C1,0.959563970565796,322.36,3.81,1,4,4,60.45,True,True,3
298,CNP0184232.1,CC1(C)CC[C@@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@@](C)(C(=O)O)[C@@H](O)[C@H](O)[C@H]6O[C@@H]6OC[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]2C1,0.9594848155975342,941.12,1.26,10,17,8,291.82,False,False,0
299,CNP0450997.1,CO[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3[C@H](O)[C@@H](O[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O)[C@H](O[C@H]4[C@H](O[C@H]5CC[C@]6(C)C7=CC[C@]8(C)[C@@H](C(C)=O)CC[C@@]8(C)[C@@H]7[C@@H](O)C[C@H]6C5(C)C)OC[C@@H](OS(=O)(=O)[O-])[C@@H]4O)O[C@@H]3C)O[C@H](COS(=O)(=O)[O-])[C@H]2O)O[C@H](COS(=O)(=O)[O-])[C@H]1O.[Na+].[Na+].[Na+],0.9594647288322448,1429.38,-13.94,10,34,20,520.19,False,False,0
300,CNP0594720.1,CC(=O)O[C@@H]1[C@H](O)[C@@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O[C@@H]2C[C@H](O)CC3=CC[C@@H]4[C@@H](CC[C@]5(C)[C@@H]6[C@H](C[C@@H]45)O[C@]4(C[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@@H](C)CO4)[C@H]6C)[C@]32C)O[C@@H]1C,0.959395170211792,943.09,-0.25,9,19,8,282.21,False,False,0
308,CNP0301031.1,CC(=O)NC[C@H](C)CCC(=O)[C@H](C)[C@@H]1[C@@H](O)C[C@@H]2[C@H]3CC=C4C[C@H](O[C@H]5O[C@@H](CO[C@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@@H]6O)[C@H](O)[C@@H](O)[C@@H]5O[C@H]5OC[C@H](O)[C@@H](O)[C@@H]5O)CC[C@]4(C)[C@H]3CC[C@@]12C,0.9589136242866516,914.1,-0.21,10,17,14,283.62,False,False,0
309,CNP0440743.1,CC(C)C[C@@H]1O[C@H]1[C@](C)(O)[C@H]1CCC2C3C[C@H](O[C@@H]4O[C@H](C)[C@@H](O)[C@H](O[C@@H]5OC[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](C)[C@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O)[C@H](O)[C@H]5O[C@@H]5O[C@H](C)[C@@H](O)[C@H](O)[C@H]5O)[C@H]4O)C4C[C@@H](OS(=O)(=O)[O-])CC[C@]4(C)C3=CC[C@@]21C.[Na+],0.9588814973831176,1429.51,-8.38,16,33,20,513.4,False,False,0
310,CNP0018726.1,CC(C)C[C@@H]1O[C@H]1[C@](C)(O)[C@H]1CCC2C3C[C@H](O[C@@H]4O[C@H](C)[C@@H](O)[C@H](O[C@@H]5OC[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](C)[C@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O[C@@H]5O[C@H](C)[C@@H](O)[C@H](O)[C@H]5O)[C@H]4O)C4C[C@@H](OS(=O)(=O)[O-])CC[C@]4(C)C3=CC[C@@]21C.[Na+],0.9588814973831176,1267.37,-6.21,13,28,17,434.25,False,False,0
311,CNP0269942.1,CC(=O)[C@H]1[C@@H](OC(=O)CC[C@@H](C)CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C[C@H]2[C@@H]3CC=C4C[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6OC[C@@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)CC[C@]4(C)[C@H]3CC[C@@]21C,0.9588130116462708,1049.17,-2.59,12,23,16,359.97,False,False,0
312,CNP0311521.2,C=C(CC[C@@H](C)[C@H]1CC[C@@]2(C(=O)O)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O[C@@H]2OC[C@H](O)[C@H](O[C@@H]4OC[C@H](O)[C@H](O)[C@H]4O)[C@H]2O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)C(C)(C)[C@@H]1CC3)C(C)C,0.9588103890419006,897.11,2.54,9,15,13,254.52,False,False,0
313,CNP0311521.1,C=C(CC[C@@H](C)[C@H]1CC[C@@]2(C(=O)O)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O[C@@H]2OC[C@H](O)[C@H](O[C@@H]4OC[C@H](O)[C@H](O)[C@H]4O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C(C)(C)[C@H]1CC3)C(C)C,0.9588103890419006,897.11,2.54,9,15,13,254.52,False,False,0
314,CNP0342884.1,CO[C@H]1[C@H](O[C@@H]2[C@@H](O[C@@H](CC[C@@H](C)[C@H]3C[C@@H](O)[C@@H]4[C@]3(C)CC[C@@H]3[C@@]5(C)CC[C@H](O)[C@H](O)[C@@H]5[C@@H](OS(=O)(=O)O)C[C@]34O)C(C)C)O[C@@H](CO)[C@@H]2O)OC[C@@H](OC)[C@@H]1O,0.958705186843872,841.02,0.53,8,16,14,260.59,False,False,0
315,CNP0342884.5,CO[C@H]1[C@H](O[C@H]2[C@H](O[C@@H](CC[C@@H](C)[C@H]3C[C@@H](O)[C@@H]4[C@]3(C)CC[C@@H]3[C@@]5(C)CC[C@H](O)[C@H](O)[C@@H]5[C@@H](OS(=O)(=O)O)C[C@]34O)C(C)C)O[C@H](CO)[C@@H]2O)OC[C@@H](OC)[C@@H]1O,0.958705186843872,841.02,0.53,8,16,14,260.59,False,False,0
316,CNP0342884.4,CO[C@H]1[C@H](O[C@@H]2[C@@H](O[C@@H](CC[C@@H](C)[C@@H]3C[C@@H](O)[C@@H]4[C@]3(C)CC[C@@H]3[C@@]5(C)CC[C@H](O)[C@H](O)[C@H]5[C@@H](OS(=O)(=O)O)C[C@]34O)C(C)C)O[C@H](CO)[C@H]2O)OC[C@@H](OC)[C@@H]1O,0.958705186843872,841.02,0.53,8,16,14,260.59,False,False,0
317,CNP0485032.1,COC1=CC=C([C@H]2C[C@H](NS(=O)(=O)C3=CN(C)N=C3)C[C@@H]2C(=O)N2CCN(C)CC2)C=C1,0.958509087562561,461.59,1.04,1,7,6,96.77,True,True,2
318,CNP0262353.2,CC(C)=CCCC[C@](C)(O)[C@H]1CC[C@]2(C)[C@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@H](C)[C@@H](O)[C@@H](O)[C@@H]3O)C[C@]12C,0.9583818316459656,799.05,2.54,9,13,10,218.99,False,False,0
319,CNP0262353.1,CC(C)=CCCC[C@@](C)(O)[C@H]1CC[C@]2(C)[C@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@H](C)[C@@H](O)[C@@H](O)[C@@H]3O)C[C@]12C,0.9583818316459656,799.05,2.54,9,13,10,218.99,False,False,0
320,CNP0396841.1,C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@@H]3[C@@H]4CC=C5C[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O[C@@H]7OC[C@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O[C@@H]6C[C@@H](O)[C@H](O)[C@@H](O)[C@H]6O)CC[C@]5(C)[C@@H]4CC[C@]3(C)[C@H]1[C@@H]2C,0.9583383798599244,855.03,0.24,9,16,7,246.68,False,False,0
321,CNP0300155.3,C[C@H]1[C@H](C)CC[C@]2(CO)[C@@H]3O[C@@H]3[C@]3(C)C(=C[C@@H](O)[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C)[C@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O[C@@H]6OC[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,0.9583105444908142,913.11,0.09,10,17,8,270.21,False,False,0
322,CNP0300155.1,C[C@H]1[C@H](C)CC[C@]2(CO)[C@@H]3O[C@@H]3[C@]3(C)C(=C[C@H](O)[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C)[C@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O[C@@H]6OC[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,0.9583105444908142,913.11,0.09,10,17,8,270.21,False,False,0
323,CNP0300155.4,C[C@H]1[C@H](C)CC[C@]2(CO)[C@@H]3O[C@@H]3[C@]3(C)C(=C[C@@H](O)[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C)[C@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O[C@@H]6OC[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@H]5CC[C@]43C)[C@@H]12,0.9583105444908142,913.11,0.09,10,17,8,270.21,False,False,0
324,CNP0300155.2,C[C@@H]1[C@@H](C)CC[C@@]2(CO)[C@H]3O[C@H]3[C@@]3(C)C(=C[C@H](O)[C@@H]4[C@@]5(C)CC[C@@H](O[C@@H]6O[C@@H](C)[C@@H](O)[C@H](O)[C@H]6O[C@H]6O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]6O[C@@H]6OC[C@@H](O)[C@@H](O)[C@H]6O)C(C)(C)[C@H]5CC[C@@]43C)[C@@H]12,0.9583105444908142,913.11,0.09,10,17,8,270.21,False,False,0
325,CNP0609294.1,CC[C@H](C)C(=O)OC[C@H]1O[C@@H](O[C@H]2[C@H](ON3CCC[C@@H](OC(C)=O)CN(C(=O)[C@@H](C)CC)CCCNC(=O)C3)O[C@@H](C)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,0.9583017230033876,749.85,-1.42,6,16,11,243.32,False,False,0
326,CNP0369791.1,C=C(CC[C@@]1(O)O[C@H]2C[C@H]3[C@@H]4CC=C5C[C@@H](O)C[C@@H](O[C@@H]6OC[C@H](OC(C)=O)[C@H](OC(C)=O)[C@H]6O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2[C@@H]1C)CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0.958220362663269,971.1,-0.16,9,20,13,299.28,False,False,0
327,CNP0248363.1,C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC=C5C[C@@H](O[C@H]6OC[C@H](O[C@H]7O[C@@H](C)[C@H](O[C@@H]8O[C@H](CO)[C@H](O)[C@@H](O[C@@H]9O[C@H](CO)[C@@H](O)[C@H](O)[C@H]9O)[C@H]8O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@@H](O)[C@H]7O)[C@@H](O)[C@H]6O)CC[C@]5(C)[C@@H]4CC[C@]3(C)[C@H]1[C@@H]2C,0.9582064747810364,1179.31,-3.5,14,26,13,393.98,False,False,0
330,CNP0138366.1,C=C1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC=C5C[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)C[C@@H](O[C@@H]6O[C@H](C)[C@H](OS(=O)(=O)O)[C@H](O)[C@H]6O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,0.9578691720962524,963.1,-0.04,9,19,9,299.28,False,False,0
334,CNP0355715.0,CCC(C)C(NC(=O)C(C)(C)NC(=O)C(CCC(N)=O)NC(=O)C(C)(CC)NC(=O)C(CC1=CNC2=CC=CC=C12)NC(C)=O)C(=O)NC(C(=O)NC(C)(C)C(=O)NC(CC(C)C)C(=O)NC(C)(C)C(=O)N1CCCC1C(=O)NC(CCC(N)=O)C(=O)NC(C)(C)C(=O)N1CC(O)CC1C(=O)NC(C)(CC)C(=O)N1CCCC1C(=O)NC(CC1=CC=CC=C1)C(=O)NCC(=O)O)C(C)O,0.9577020406723022,1880.22,-2.34,20,22,48,648.06,False,False,3
335,CNP0420804.1,C[C@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC=C5C[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@@H](O)[C@H]6O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)C[C@@H](O)[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,0.9576594233512878,738.91,1.36,7,13,5,196.99,False,False,0
336,CNP0247809.1,C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4C[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@H]5O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,0.957631766796112,919.07,-1.76,11,19,9,296.37,False,False,0
337,CNP0247809.0,CC1CCC2(OC1)OC1CC3C4CC(OC5OC(CO)C(O)C(OC6OC(CO)C(O)C(O)C6O)C5OC5OC(CO)C(O)C(O)C5O)C5CC(O)CCC5(C)C4CCC3(C)C1C2C,0.957631766796112,919.07,-1.76,11,19,9,296.37,False,False,0
338,CNP0159324.2,CC(=O)O[C@@H]1C[C@H](O[C@@H]2O[C@H](CO)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O)[C@H]3O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)CC2=CC[C@H]3[C@@H]4C[C@@H]5O[C@]6(CC[C@H](C)CO6)[C@@H](C)[C@@H]5[C@@]4(C)CC[C@@H]3[C@]21C,0.9575658440589904,1091.2,-2.81,12,24,12,361.36,False,False,0
339,CNP0159324.1,CC(=O)O[C@@H]1C[C@H](O[C@@H]2O[C@H](CO)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O)[C@H]3O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)CC2=CC[C@H]3[C@@H]4C[C@@H]5O[C@]6(CC[C@H](C)CO6)[C@@H](C)[C@@H]5[C@@]4(C)CC[C@@H]3[C@]21C,0.9575658440589904,1091.2,-2.81,12,24,12,361.36,False,False,0
340,CNP0343817.2,CO[C@@H]1[C@@H](O)[C@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](O[C@H]4[C@H](O[C@H]5CC[C@]6(C)C7=C[C@H](O)[C@]89C(=O)O[C@@](C)([C@H](CCC(C)C)OC(C)=O)[C@@]8(O)CC[C@@]9(C)[C@@H]7CC[C@@H]6C5(C)C)OC[C@@H](OS(=O)(=O)O)[C@@H]4O)O[C@@H]3C)O[C@H](CO)[C@H]2O)O[C@H](CO)[C@H]1O,0.9574365615844728,1243.38,-1.85,12,27,18,421.8,False,False,0
342,CNP0473719.1,CC(C)CC(=O)C[C@@](C)(O)[C@H]1CC[C@H]2[C@@H]3C[C@H](O[C@@H]4O[C@H](C)[C@@H](O)[C@H](O[C@@H]5OC[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](C)[C@H](O[C@@H]7O[C@H](CO)[C@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O[C@@H]5O[C@H](C)[C@@H](O)[C@H](O)[C@H]5O)[C@H]4O)[C@H]4C[C@@H](OS(=O)(=O)[O-])CC[C@]4(C)C3=CC[C@@]21C.[Na+],0.9574023485183716,1429.51,-8.19,16,33,21,517.94,False,False,0
343,CNP0383702.1,C[C@@H]1O[C@H](O[C@@H]2[C@@H](O[C@H]3CC[C@@]4(C)C(=CC[C@H]5[C@@H]6C[C@@H]7O[C@@]8(C[C@H](O)[C@@H](C)CO8)[C@@H](C)[C@@H]7[C@]6(C)CC[C@@H]54)C3)O[C@@H](CO)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O,0.9573863744735718,738.91,1.36,7,13,5,196.99,False,False,0
344,CNP0383702.2,C[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@H]3CC[C@@]4(C)C(=CC[C@@H]5[C@H]4CC[C@]4(C)[C@@H]6[C@H](C[C@@H]54)O[C@]4(C[C@@H](O)[C@@H](C)CO4)[C@H]6C)C3)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,0.9573863744735718,738.91,1.36,7,13,5,196.99,False,False,0
345,CNP0006121.0,CC1COC2(CC1O)OC1CC3C4CC=C5CC(O)CC(OC6OC(CO)C(O)C(O)C6OC6OC(C)C(O)C(O)C6O)C5(C)C4CCC3(C)C1C2C,0.957276165485382,754.91,0.33,8,14,5,217.22,False,False,0
346,CNP0236876.1,CC(C)CC(=O)C[C@@H](C)[C@H]1[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C[C@H]2[C@@H]3[C@@H](O)C=C4C[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)CC[C@]4(C)[C@H]3CC[C@]12C,0.9572457671165466,756.93,0.16,9,14,11,236.06,False,False,0
347,CNP0168721.1,C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4C[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@H]5O[C@@H]5OC[C@@H](O)[C@H](O)[C@H]5O)[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,0.9572337865829468,889.04,-1.12,10,18,8,276.14,False,False,0
348,CNP0231550.1,C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4C[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O[C@@H]6OC[C@@H](O)[C@H](O)[C@H]6O)[C@H]5O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,0.9572337865829468,889.04,-1.12,10,18,8,276.14,False,False,0
349,CNP0475747.1,CC(C)CCC[C@@](C)(O)[C@H]1CC[C@H]2[C@@H]3C[C@H](O[C@@H]4O[C@H](C)[C@@H](O)[C@H](O[C@@H]5OC[C@@H](O[C@@H]6O[C@H](C)[C@@H](O[C@@H]7OC[C@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O[C@@H]6O[C@H](C)[C@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O[C@@H]5O[C@H](C)[C@@H](O)[C@H](O)[C@H]5O)[C@H]4O)[C@H]4C[C@@H](OS(=O)(=O)O)CC[C@]4(C)C3=CC[C@@]21C,0.9571743607521056,1347.52,-2.36,15,29,19,457.58,False,False,0
350,CNP0425933.1,CC(=O)N[C@H]1[C@@H](O[C@H](C)[C@H](N)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)O)C(C)C)C(C)C)[C@@H](C)O[C@H]2O[C@H](CO[P@@](=O)(O)CCN)[C@H](O)[C@H](O)[C@H]2NC(C)=O)O[C@H](CO[P@](=O)(O)CCN)[C@H](O)[C@@H]1O,0.9570346474647522,1407.37,-7.45,19,26,37,616.67,False,False,0
351,CNP0425933.2,CC(=O)N[C@H]1[C@@H](O[C@H](C)[C@H](N)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)O)C(C)C)C(C)C)[C@@H](C)O[C@H]2O[C@H](COP(=O)(O)CCN)[C@H](O)[C@H](O)[C@H]2NC(C)=O)O[C@H](COP(=O)(O)CCN)[C@H](O)[C@@H]1O,0.9570346474647522,1407.37,-7.45,19,26,37,616.67,False,False,0
352,CNP0546377.1,C[C@H]1[C@H]2[C@H](C[C@H]3[C@@H]4C[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]23C)O[C@]12CC[C@H](CO)CO2,0.956875741481781,610.79,1.56,6,10,4,158.3,False,False,0
353,CNP0114512.1,C=C(CC[C@@]1(O)O[C@H]2C[C@H]3[C@@H]4CC=C5C[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)C[C@@H](O[C@@H]6O[C@H](C)[C@H](OS(=O)(=O)O)[C@H](O)[C@H]6O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2[C@@H]1C)CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0.956816017627716,1143.26,-3.26,14,25,16,409.66,False,False,0
354,CNP0224326.1,C=C1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC=C5C[C@@H](O)C[C@@H](O[C@@H]6OC[C@H](OC(C)=O)[C@H](O)[C@H]6O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O)[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,0.9567075371742249,911.05,0.31,8,18,8,261.98,False,False,0
355,CNP0213817.1,C[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@H]3CC[C@@]4(C)C(=CC[C@H]5[C@@H]6C[C@@H]7O[C@]8(C[C@H](O)[C@@H](C)CO8)[C@@H](C)[C@@H]7[C@@]6(C)CC[C@@H]54)C3)O[C@H](CO)[C@@H](O[C@@H]3O[C@@H](C)[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H](O)[C@H]3O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,0.9566859602928162,1047.2,-1.96,12,22,10,335.06,False,False,0
