rank,coconut_id,smiles,xgboost_score,molecular_weight,logP,hbd,hba,rotatable_bonds,tpsa,lipinski_pass,veber_pass,num_aromatic_rings
899,CNP0349265.2,C1=CC=C(C2=CN([C@H]3CO[C@H]4[C@@H]3OC[C@@H]4NCC3=CC=CC=N3)N=N2)C=C1,0.941262662410736,363.42,1.84,1,7,5,74.09,True,True,3
900,CNP0349265.1,C1=CC=C(C2=CN([C@@H]3CO[C@@H]4[C@@H]3OC[C@@H]4NCC3=CC=CC=N3)N=N2)C=C1,0.941262662410736,363.42,1.84,1,7,5,74.09,True,True,3
901,CNP0176082.1,CS(=O)(=O)NC[C@H]1C[C@@H]2CC[N@@]1C[C@@H]2CN1CCN(C2=NC=CC=N2)CC1,0.9412378072738647,394.55,-0.14,1,7,6,81.67,True,True,1
902,CNP0176082.2,CS(=O)(=O)NC[C@H]1C[C@@H]2CCN1C[C@@H]2CN1CCN(C2=NC=CC=N2)CC1,0.9412378072738647,394.55,-0.14,1,7,6,81.67,True,True,1
903,CNP0491156.1,CC(C)CCCCCC1C/C(O)=N/[C@H](C)/C(O)=N/[C@H](C)/C(O)=N/C(CC(C)C)C(=O)N2CCC[C@H]2/C(O)=N\C(CC(C)C)/C(O)=N/[C@@H](CC2=CNC3=CC=CC=C23)C(=O)O1,0.9411734342575072,836.09,8.38,6,8,12,225.35,False,False,2
904,CNP0468582.1,CN(C)CCN(C)[C@@H]1[C@H](O)[C@H](CO)O[C@@H]1CNS(=O)(=O)C1=CC=C(Cl)C=C1,0.9411653876304626,421.95,-0.4,3,7,9,102.34,True,True,1
905,CNP0569575.0,C=C1N=C(O)C(C(C)CC)N=C(O)C(NC(=O)C(=CC)NC(=O)C(N)C(C)CC)CSCC(C(=O)NC2C(=O)N3CCCC3C(O)=NCC(O)=NC(C(=O)NC(CCCCN)C(=O)NC3C(O)=NCC(O)=NC(C)C(O)=NC(CC(C)C)C(O)=NC(CCSC)C(O)=NCC(O)=NC(C(=O)NC(CC(N)=O)C(=O)NC(CCSC)C(=O)NC(CCCCN)C(=O)NC4C(O)=NC(C)C(O)=NC5C(O)=NC(CSC4C)C(O)=NC(CC4=CN=CN4)C(O)=NC(C(=O)NC(CO)C(=O)NC(C(=O)NC(CC4=CN=CN4)C(=O)NC(C(=O)NC(=C)C(=O)NC(CCCCN)C(=O)O)C(C)C)C(C)CC)CSC5C)CSC3C)CSC2C)N=C(O)C(CC(C)C)N=C1O,0.9411499500274658,3354.14,2.81,41,49,67,1272.9,False,False,2
906,CNP0410038.1,O=C(CCCC1=NN=C2C=CC=CN12)N[C@H](CO)CC1=CC=CC=C1,0.9411388635635376,338.41,1.77,2,5,8,79.52,True,True,3
907,CNP0397475.1,CC(=O)OC/C=C(\C)CC[C@]1(C)[C@H]2CCC=C(C)[C@]2(C)CC[C@H]1C(=O)O[C@H]1OC[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1O,0.941118061542511,578.7,4.18,1,10,9,134.66,True,True,0
908,CNP0564619.0,CCCCCCCC(=O)NC(C1=NCCC(C(=O)NC(CCN)C(=O)NC(CO)C(=O)NC(CO)C(=O)NC(C2=NCCC(C(=O)NC(C(=O)O)C(O)C(=O)O)N2)C(O)C(=O)O)N1)C(O)C1=CN=CN1,0.941070020198822,998.02,-7.46,18,20,30,491.13,False,False,1
909,CNP0043563.1,COC1=CC=C2NC(C[C@@H]3C[C@@H](C(C)C)[C@H](CNC(=O)C4=CC=CN=C4)C=C3C)=NC2=N1,0.9410222172737122,433.56,4.19,2,5,7,92.79,True,True,3
910,CNP0465968.2,O=C1CCN2CCCC[C@@H]2C1,0.9410213828086852,153.22,1.2,0,2,0,20.31,True,True,0
911,CNP0465968.1,O=C1CCN2CCCC[C@H]2C1,0.9410213828086852,153.22,1.2,0,2,0,20.31,True,True,0
912,CNP0596801.1,COC1=CC(CCC(=O)[C@H](O)C(=O)CCCC2CCCCC2)=CC([C@@H]2C3=CC=NC(N)=C3C=C[C@@]2(CO)CC2=CC=CN2)=C1O,0.9409844279289246,615.77,5.27,5,8,14,158.76,False,False,3
913,CNP0599722.1,COC1=CC(CCC(=O)[C@H](O)C(=O)CCCCCCC2CCCCC2)=CC([C@@H]2C3=CC=NC(N)=C3C=C[C@@]2(CO)CC2=CC=CN2)=C1O,0.9409844279289246,657.85,6.44,5,8,17,158.76,False,False,3
914,CNP0597110.1,CCCC[C@@H](NC(=O)[C@@H](CC1=CC=CC=C1)NC(=O)[C@H](N)CC1=CC=CC=C1)C(=O)N[C@H](CCCNC(=N)N)C(=O)NCC1=CC=NC=C1,0.9409429430961608,671.85,1.42,8,7,20,217.21,False,False,3
915,CNP0513474.1,C[C@H](CC1=CC=CC=C1)[C@@]12C#C[C@H]3C=C4CCC5=CC(O)=C(O[C@H]6C[C@@H](CC7=CC=CN7)C7=CC=NC(N)=C7CSSC[C@H](CO)[C@@H]6O)C=C5[C@@H]4C[C@@H](O)[C@@H]3[C@@H](O)[C@@H](CCC1)CC2,0.9409352540969848,890.22,8.5,7,10,8,165.08,False,False,4
916,CNP0004004.1,C=CCN(C)C[C@H]1CN2CC[C@H]1C[C@@H]2CNS(C)(=O)=O,0.940926194190979,301.46,0.36,1,4,7,52.65,True,True,0
917,CNP0583853.1,CC(C)C[C@@H]1NC(=O)CNC(=O)[C@H](CC2=CNC3=CC=CC=C23)NC(=O)[C@@H]2CCCN2C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC1=O,0.9407908916473388,780.97,0.77,8,8,9,230.93,False,False,2
918,CNP0583853.2,CC(C)C[C@@H]1NC(=O)CNC(=O)[C@H](CC2=CNC3=CC=CC=C23)NC(=O)[C@@H]2CCCN2C(=O)[C@H]([C@H](C)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC1=O,0.9407908916473388,780.97,0.77,8,8,9,230.93,False,False,2
919,CNP0405556.1,CC(C)NC(=O)NC[C@H]1C[C@@H]2CC[N@@]1C[C@@H]2CN(C)CCN(C)C,0.9407743215560912,339.53,0.9,2,4,8,50.85,True,True,0
920,CNP0405556.2,CC(C)NC(=O)NC[C@H]1C[C@@H]2CCN1C[C@@H]2CN(C)CCN(C)C,0.9407743215560912,339.53,0.9,2,4,8,50.85,True,True,0
921,CNP0064121.1,COC(=O)[C@@H]1CC2=C(CN1S(=O)(=O)C1=CC=C(OC)C=C1)N(C)C=N2,0.940752387046814,365.41,0.72,0,7,4,90.73,True,True,2
922,CNP0562870.1,CCCCCCCC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)O)C(C)C,0.9407252669334412,817.04,3.22,8,8,28,249.2,False,False,1
923,CNP0537095.1,CCCCCC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)O)C(C)C,0.9407252669334412,788.98,2.44,8,8,26,249.2,False,False,1
924,CNP0424213.1,COC1=CC(C(=O)O[C@H]2C[C@]34CCN(C)[C@@]35C[C@H](O[C@@]5(OC)[C@H]2OC)C2=CC=C(OC)C(O)=C24)=CC=C1O,0.9406970739364624,527.57,2.89,2,10,6,116.15,True,True,2
925,CNP0471251.1,COC(=O)C1=CN([C@H]2CO[C@H]3[C@@H]2OC[C@@H]3NC(C)=O)N=N1,0.9406929612159728,296.28,-1.09,1,8,3,104.57,True,True,1
926,CNP0471251.2,COC(=O)C1=CN([C@H]2CO[C@H]3[C@H]2OC[C@H]3NC(C)=O)N=N1,0.9406929612159728,296.28,-1.09,1,8,3,104.57,True,True,1
927,CNP0180988.4,COC1=CC2=C(C=C1OC)[C@]13C[C@H](OC)C=C[C@]14O[C@@H]4CN3CCC2,0.940669059753418,343.42,2.27,0,5,3,43.46,True,True,1
928,CNP0180988.1,COC1=CC2=C(C=C1OC)[C@@]13C[C@H](OC)C=C[C@@]14O[C@H]4CN3CCC2,0.940669059753418,343.42,2.27,0,5,3,43.46,True,True,1
929,CNP0180988.5,COC1=CC2=C(C=C1OC)[C@]13C[C@@H](OC)C=C[C@]14O[C@@H]4CN3CCC2,0.940669059753418,343.42,2.27,0,5,3,43.46,True,True,1
930,CNP0180988.2,COC1=CC2=C(C=C1OC)[C@]13C[C@@H](OC)C=C[C@@]14O[C@H]4CN3CCC2,0.940669059753418,343.42,2.27,0,5,3,43.46,True,True,1
931,CNP0180988.3,COC1=CC2=C(C=C1OC)C13C[C@H](OC)C=CC14OC4CN3CCC2,0.940669059753418,343.42,2.27,0,5,3,43.46,True,True,1
932,CNP0180988.7,COC1=CC2=C(C=C1OC)[C@@]13C[C@@H](OC)C=C[C@]14O[C@@H]4CN3CCC2,0.940669059753418,343.42,2.27,0,5,3,43.46,True,True,1
933,CNP0180988.6,COC1=CC2=C(C=C1OC)[C@@]13C[C@@H](OC)C=C[C@@]14O[C@H]4CN3CCC2,0.940669059753418,343.42,2.27,0,5,3,43.46,True,True,1
934,CNP0180988.8,COC1=CC2=C(C=C1OC)[C@]13C[C@@H](OC)C=CC14OC4CN3CCC2,0.940669059753418,343.42,2.27,0,5,3,43.46,True,True,1
935,CNP0329208.0,C1=CC2=NC=CC3=C2C(=C1)C1=NC=CC2=C1N3C1=CC=CC=C21,0.940576434135437,293.33,4.78,0,3,0,30.19,True,True,6
936,CNP0593215.1,CCCCCC(CCCCC)CC(=O)[C@H](O)C(=O)CCC1=CC(OC)=C(O)C([C@@H]2C3=CC=NC(N)=C3C=C[C@@]2(CO)CC2=CC=CN2)=C1,0.940491020679474,659.87,6.68,5,8,20,158.76,False,False,3
937,CNP0554452.1,COC1=CC(C[C@H]2C3=CC(OC)=C(OC)C=C3CC[N@@+]2(C)[O-])=C(OC2=CC3=C(C=C2OC)C2=C(OC)C(OC)=CC4=C2[C@H](C3)N(C)CC4)C=C1OC,0.9404829740524292,712.84,7.08,0,10,11,100.14,False,False,4
938,CNP0118947.0,CCOC1=C(C2=NC3=CC(N)=CC=C3N2C)N(C)C=C1C(=O)NC,0.9404327273368835,327.39,1.92,2,6,4,87.1,True,True,3
940,CNP0295275.0,CC(O)CC(=O)N(O)CCCC(N)C(=O)NC(C(=O)NC(CO)C(=O)NC(CCCN(O)C=O)C(=O)NCCCCN)C(O)C(=O)O,0.9404162764549256,680.71,-5.54,12,14,25,347.51,False,False,0
941,CNP0491758.0,COC1=CC=C2C=C1OC1=CC=C(C=C1)CC1C3=CC(=C(OC)C=C3CCN1C)[O+]=C1C(O)=C(OC)C=C3CCN(C)C(=C31)C2,0.940395712852478,607.73,5.16,1,7,3,74.93,False,True,4
942,CNP0434632.0,C1CCCCCCCCNCCCNCCCCCCC1,0.9403193593025208,296.54,5.03,2,2,0,24.06,True,True,0
943,CNP0456891.0,C1CCCNCCNCCNCCCCCCNCCNCCNCC1,0.9403193593025208,370.63,0.66,6,6,0,72.18,True,True,0
944,CNP0463922.0,C1CCCNCCNCCNCC1,0.9403193593025208,185.31,0.33,3,3,0,36.09,True,True,0
945,CNP0475727.0,C1CCNCCNCCNCC1,0.9403193593025208,171.29,-0.06,3,3,0,36.09,True,True,0
946,CNP0153358.0,C1CCNCC1,0.9403193593025208,85.15,0.76,1,1,0,12.03,True,True,0
947,CNP0389854.1,C=C1[C@H]2CC[C@](C=O)([C@@H]2OC)[C@]1(C)C1CCCCC1,0.9403056502342224,262.39,3.75,0,2,3,26.3,True,True,0
948,CNP0531290.1,CSCC[C@H](NC(=O)[C@H](CC1=CC=C(OS(=O)(=O)O)C=C1)NC(=O)[C@@H](N)CC(=O)O)C(=O)NCC(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC1=CC=CC=C1)C(N)=O,0.9402993321418762,1143.29,-1.33,13,16,33,426.8,False,False,4
949,CNP0400029.1,CC1=C(CC(=O)NC[C@@H]2CCCN3CCCC[C@H]23)C(=O)OC2=C(C)C3=C(C=C12)C(C(C)(C)C)=CO3,0.9402984976768494,478.63,5.38,1,5,4,75.69,True,True,3
950,CNP0259706.1,CN(CCC1=CC=CC=N1)C[C@H]1CN2CC[C@H]1C[C@@H]2CNS(=O)(=O)C1=CC=CS1,0.9402709007263184,434.63,2.31,1,6,9,65.54,True,True,2
951,CNP0120853.1,OC[C@H]1CCCN2CCC[C@H]12,0.9402590990066528,155.24,0.85,1,2,1,23.47,True,True,0
952,CNP0001255.0,NC1=C2C=CC=NC2=NO1,0.9402406215667723,135.13,0.8,1,4,0,64.94,True,True,2
953,CNP0004191.1,COCC(=O)NC[C@H]1C[C@@H]2CCN1C[C@@H]2CN1CCN(C2=NC=CC=N2)CC1,0.9402201175689696,388.52,0.07,1,7,7,73.83,True,True,1
954,CNP0532239.1,CCCCCCCC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)O)C(C)C)[C@@H](C)CC)C(C)C,0.9402168393135072,803.01,2.83,8,8,27,249.2,False,False,1
955,CNP0606315.1,CCCCCC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)O)[C@@H](C)CC)[C@@H](C)CC)C(C)C,0.9402168393135072,788.98,2.44,8,8,26,249.2,False,False,1
956,CNP0437884.1,CCCCCCCC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)O)[C@@H](C)CC)[C@@H](C)CC)C(C)C,0.9402168393135072,817.04,3.22,8,8,28,249.2,False,False,1
957,CNP0611097.1,CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC(=O)[C@@H]1CSSC[C@@H](N)C(=O)N[C@H](CCCCN)C(=O)NCC(=O)N[C@H](CCCCN)C(=O)NCC(=O)N[C@H](C)C(=O)N[C@@H](CCCCN)C(=O)N1)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H]1CSSC[C@@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@H]2CSSC[C@H](C(N)=O)NC(=O)[C@@H](CCCCN)NC(=O)CNC(=O)[C@@H](CO)NC(=O)[C@H](CCCNC(=N)N)NC2=O)[C@@H](C)O)NC1=O,0.9401825070381165,2639.19,-16.21,42,45,60,1133.84,False,False,1
958,CNP0483091.1,COC1=CC(CCC(=O)[C@H](O)C(=O)CCCC2(CO)CCCCC2)=CC([C@@H]2C3=CC=NC(N)=C3C=C[C@@]2(CO)CC2=CC=CN2)=C1O,0.9401679635047911,645.8,4.63,6,9,15,178.99,False,False,3
960,CNP0556902.1,COC1=CC=C(S(=O)(=O)NC[C@H]2[C@@H]3CC(=O)N(C4CCCCC4)[C@@H]3C[C@@H]2C)C=C1,0.9400430917739868,420.58,3.18,1,4,6,75.71,True,True,1
961,CNP0395004.1,Cl.Cl.N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N/N=C/C1=CC=CC2=CC=CN=C12,0.9399878978729248,430.34,3.58,3,4,5,96.16,True,True,4
962,CNP0010439.2,CC(C)C1=CC2=CC[C@H]3[C@](C)(CCC[C@@]3(C)C(=O)NCCNC(=O)[C@]3(C)CCC[C@]4(C)[C@H]5CCC(C(C)C)=CC5=CC[C@@H]43)[C@@H]2CC1,0.9399718642234802,628.99,9.49,2,2,7,58.2,False,True,0
963,CNP0010439.1,CC(C)C1=CC2=CC[C@H]3[C@](C)(CCC[C@@]3(C)C(=O)NCCNC(=O)[C@]3(C)CCC[C@@]4(C)[C@H]5CCC(C(C)C)=CC5=CC[C@@H]43)[C@@H]2CC1,0.9399718642234802,628.99,9.49,2,2,7,58.2,False,True,0
964,CNP0010439.4,CC(C)C1=CC2=CC[C@H]3[C@](C)(CCC[C@@]3(C)C(=O)NCCNC(=O)[C@]3(C)CCC[C@]4(C)[C@@H]5CCC(C(C)C)=CC5=CC[C@@H]43)[C@@H]2CC1,0.9399718642234802,628.99,9.49,2,2,7,58.2,False,True,0
965,CNP0010439.3,CC(C)C1=CC2=CC[C@H]3[C@@](C)(CCC[C@@]3(C)C(=O)NCCNC(=O)[C@]3(C)CCC[C@]4(C)[C@@H]5CCC(C(C)C)=CC5=CC[C@@H]43)[C@@H]2CC1,0.9399718642234802,628.99,9.49,2,2,7,58.2,False,True,0
966,CNP0534945.0,CC(C)CC(=O)N(O)CCCCCNC(=O)CCC(=O)O,0.9399511218070984,302.37,1.4,3,4,11,106.94,True,False,0
967,CNP0214651.1,C#CCN(C)C(=O)[C@@H]1CCCN1[C@@H](C(=O)NC)C1=CC=C(OC)C=C1,0.9399349093437196,343.43,1.04,1,4,6,61.88,True,True,1
968,CNP0171777.0,CNC(=O)C1=C(N(C)C=O)N=CN1CC=C(C)CCC=C(C)CCCC(C)=CC(=O)C=C(C)C,0.9399144053459167,468.64,5.16,1,5,14,84.3,True,False,1
969,CNP0321616.1,CCCCCCCC(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)O,0.9399030208587646,307.39,2.86,3,3,10,86.63,True,True,1
970,CNP0180172.1,CCCCCCCCCCCCCC(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)O,0.9399030208587646,391.55,5.21,3,3,16,86.63,True,False,1
971,CNP0154346.1,CCCCCCCCCCCCCCC(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)O,0.9399030208587646,405.58,5.6,3,3,17,86.63,True,False,1
972,CNP0146401.1,CCCCCCCCCCCCCCCC(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)O,0.9399030208587646,419.61,5.99,3,3,18,86.63,True,False,1
973,CNP0293061.1,CCCCCCCCCCCCC(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)O,0.9399030208587646,377.53,4.82,3,3,15,86.63,True,False,1
974,CNP0176552.1,CCCCCCCCCCCC(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)O,0.9399030208587646,363.5,4.43,3,3,14,86.63,True,False,1
975,CNP0312427.0,CCCCCCCCCC(=O)NC(CC1=CC=C(O)C=C1)C(=O)O,0.9399030208587646,335.44,3.64,3,3,12,86.63,True,False,1
976,CNP0148684.1,CCCCCCCCC(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)O,0.9399030208587646,321.42,3.25,3,3,11,86.63,True,False,1
977,CNP0122204.1,COC1=CC=C(CNC2=NC(C(=O)NC[C@@H]3CCCN4CCCC[C@H]34)=CS2)C=C1,0.9398457407951356,414.58,3.76,2,6,7,66.49,True,True,2
978,CNP0365059.0,CCCCC(=O)NC1=C2CCCCC2=NC2=C1CCC2,0.939693570137024,272.39,3.58,1,2,4,41.99,True,True,1
979,CNP0131979.0,COC1=CC=C(N=O)C(N)=N1,0.9396741390228271,153.14,1.07,1,5,2,77.57,True,True,1
980,CNP0071752.1,CCCCCCCCCCCCCCCC(=O)N[C@@](C)(CC1=CC=C(OC)C=C1)C(=O)O,0.9395487904548644,447.66,6.68,2,3,19,75.63,True,False,1
981,CNP0550909.0,NC(=O)CCC(NC(=O)C(CCC(N)=O)NC(=O)C(CCCN(O)C=O)NC(=O)C1CCN=C(C(CO)NC(=O)C2CCN=C3C(NC(=O)CCC(=O)O)=CC4=CC(O)=C(O)C=C4N32)N1)C(=O)NC(CCCN(O)C=O)C(=O)NCC(=O)O,0.9395006895065308,1174.15,-6.43,17,22,35,546.24,False,False,1
982,CNP0394917.1,O=C(NC[C@@H]1CCCN2CCCC[C@H]12)C1=CC=C(N2C=NN=N2)C=C1,0.939482569694519,340.43,1.66,1,6,4,75.94,True,True,2
983,CNP0487243.1,CSCC[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](N)CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N1CCC[C@H]1C(=O)NCC(=O)N[C@@H](CS)C(=O)O,0.939468801021576,2004.32,-7.22,27,28,65,809.35,False,False,2
984,CNP0510130.0,OB1OCCO1,0.939468801021576,87.87,-0.99,1,3,0,38.69,True,True,0
985,CNP0477045.1,C[C@@H](O)[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)CN)[C@@H](C)O)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)NCC(=O)O,0.9394407272338868,1082.09,-5.06,16,16,29,467.51,False,False,3
986,CNP0335412.1,COC1=CC=C2C(C)=C(CC(=O)NC[C@@H]3CCCN4CCCC[C@H]34)C(=O)OC2=C1OC,0.9394204020500184,428.53,3.04,1,6,6,81.01,True,True,2
987,CNP0541916.1,CC[C@H](C)[C@@H]1NC(=O)[C@H](C)NC(=O)[C@@H]2NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H]3CCCN3C(=O)CNC(=O)[C@H](CO)NC(=O)[C@@H]3CNCCCC[C@@H](C(=O)O)NC(=O)[C@@H]4NC(=O)[C@H]([C@@H](C)O)NC(=O)CNC(=O)[C@H]([C@@H](O)C(=O)O)NC(=O)[C@H](CS[C@@H](C)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)[N+](C)(C)C)CS[C@H]4C)C(=O)N[C@@H](CS[C@H]2C)C(=O)N3)NC1=O,0.9394029378890992,1932.21,-11.89,26,30,16,748.96,False,False,0
988,CNP0036606.1,COC1=CC=C(S(=O)(=O)N2CC[C@H](NC(=O)CSC)C[C@H]2C(=O)NCCCC(N)=O)C=C1,0.9393633008003236,486.62,0.08,3,7,11,147.9,True,False,1
989,CNP0571389.0,OC1=CC=NC2=C(O)C=CC=C12,0.9393561482429504,161.16,1.65,2,3,0,53.35,True,True,2
990,CNP0611148.1,N=C(N)NCCC[C@@H](NC(=O)C1=CC=CC(O)=C1O)C(=O)NCC(=O)NCC(=O)N[C@@H](CCCN(O)C(=O)[C@H](CO)NC(=O)CNC(=O)CNC(=O)[C@@H](CCCNC(=N)N)NC(=O)C1=CC=CC(O)=C1O)C(N)=O,0.9393351674079896,1047.05,-7.16,21,18,31,541.38,False,False,2
991,CNP0470245.1,CC(C)C[C@@H]1NC(=O)C2CC(=O)O[C@H](C)[C@H](NC(=O)[C@H](CC3=CNC4=CC=CC=C34)NC(=O)[C@@H]3CCCN3C(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](N)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CC3=CC=C(O)C=C3)C(=O)N[C@H]3CCCCNC(=O)C[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)O)NC(=O)[C@H](CCC(=O)OC[C@H](NC(=O)[C@@H]4CCCN4C(=O)[C@H](CC4=CC=CC=C4)NC3=O)C(=O)N2)NC1=O,0.9393224716186525,1929.12,-4.83,23,26,29,719.39,False,False,4
992,CNP0610703.1,CC[C@]12C=CCN3CC[C@@]4(C5=CC([C@@]6(C(=O)OC)C[C@H]7CN8CC[C@@]9(C6=NC6=CC=CC=C69)[C@@H]7[C@@](O)(CO)C8)=C(OC)C=C5N(C)[C@H]4[C@@](O)(C(=O)OC)[C@@H]1OC(C)=O)[C@@H]32,0.9392971992492676,810.95,2.16,3,14,7,170.9,False,False,2
993,CNP0610703.0,CCC12C=CCN3CCC4(C5=CC(C6(C(=O)OC)CC7CN8CCC9(C6=NC6=CC=CC=C69)C7C(O)(CO)C8)=C(OC)C=C5N(C)C4C(O)(C(=O)OC)C1OC(C)=O)C32,0.9392971992492676,810.95,2.16,3,14,7,170.9,False,False,2
994,CNP0543825.1,CCCCCCCC(=O)[C@H](O)C(=O)CCC1=CC(OC)=C(O)C([C@@H](C2=CC=NC(N)=C2)[C@H](CO)CC2=CC=CN2)=C1,0.9392845034599304,565.71,4.48,5,8,18,158.76,True,False,3
995,CNP0520739.1,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CC2=CNC3=CC=CC=C23)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@@H](NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O)CSSC[C@@H](C(=O)N[C@H](CO)[C@@H](C)O)NC1=O,0.9392736554145812,1394.59,-3.4,17,21,34,494.22,False,False,4
996,CNP0164185.4,OC[C@H]1CCCN2CCCC[C@H]12,0.9392496943473816,169.27,1.24,1,2,1,23.47,True,True,0
997,CNP0164185.5,OC[C@H]1CCCN2CCCC[C@@H]12,0.9392496943473816,169.27,1.24,1,2,1,23.47,True,True,0
998,CNP0164185.2,OC[C@H]1CCCN2CCCCC12,0.9392496943473816,169.27,1.24,1,2,1,23.47,True,True,0
999,CNP0164185.6,OC[C@@H]1CCCN2CCCC[C@@H]12,0.9392496943473816,169.27,1.24,1,2,1,23.47,True,True,0
1000,CNP0164185.1,OC[C@@H]1CCCN2CCCC[C@H]12,0.9392496943473816,169.27,1.24,1,2,1,23.47,True,True,0
